Name,Hash,Meter,Max NPS,Log Length,N_0,N_0.2,N_0.4,N_0.6,N_0.8,T_0,T_0.2,T_0.4,T_0.6,T_0.8,PS_0,PS_0.2,PS_0.4,PS_0.6,PS_0.8,B_0_0,B_0_1,B_0_2,B_0_4,B_0_8,B_0_16,B_0.2_0,B_0.2_1,B_0.2_2,B_0.2_4,B_0.2_8,B_0.2_16,B_0.4_0,B_0.4_1,B_0.4_2,B_0.4_4,B_0.4_8,B_0.4_16,B_0.6_0,B_0.6_1,B_0.6_2,B_0.6_4,B_0.6_8,B_0.6_16,B_0.8_0,B_0.8_1,B_0.8_2,B_0.8_4,B_0.8_8,B_0.8_16
Stamina RPG 6/[11] [145]  Move That Body!,21b79fa03e7bfd239673c7e052f6ba33152bf078,11,9.667063020214043,6.700439718141092,1.126729479191443,2.8856373864447025,4.746405916765756,6.806381203329371,9.597879078943285,6.6865005271832185,6.6293566200796095,6.507794640198696,6.285402218862249,6.129283016944966,1.0,0.98,0.9090909090909091,0.8191489361702128,0.75,6.6865005271832185,6.6865005271832185,6.6865005271832185,6.6865005271832185,6.6865005271832185,6.6865005271832185,5.977279923499917,6.6293566200796095,6.6293566200796095,6.6293566200796095,6.6293566200796095,6.6293566200796095,5.426264754702098,5.523561956057013,5.930737337562887,6.507794640198696,6.507794640198696,6.507794640198696,5.392317422778761,5.392317422778761,5.392317422778761,5.614709844115208,6.285402218862249,6.285402218862249,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,6.129283016944966
Stamina RPG 6/[11] [147] This game (Hard),08c79a111721544e3be4d72ce9742d9725b60079,11,9.800083298625598,7.475733430966398,0.8326988688046589,3.17493155827929,4.948539782648702,6.543286399937529,9.698338344560145,7.467605550082998,7.417852514885898,7.22881869049588,6.741466986401147,6.507794640198696,1.0,0.9770114942528736,0.8922155688622755,0.6666666666666666,0.5960264900662252,7.467605550082998,7.467605550082998,7.467605550082998,7.467605550082998,7.467605550082998,7.467605550082998,6.339850002884624,7.400879436282184,7.417852514885898,7.417852514885898,7.417852514885898,7.417852514885898,5.087462841250339,6.0,7.022367813028454,7.22881869049588,7.22881869049588,7.22881869049588,5.0,5.0,5.087462841250339,5.882643049361842,5.882643049361842,6.741466986401147,4.954196310386875,4.954196310386875,4.954196310386875,5.78135971352466,5.78135971352466,5.78135971352466
Stamina RPG 6/[11] [128] We Are Giants (feat. Dia Frampton),4957360be2f789527681d3ddcaf5ca7bc473ff2b,11,8.537108593750004,8.778077129535358,0.9607869474085368,2.6552116974431796,4.152210364163312,5.813782062499999,8.452897048975839,8.721099188707186,8.573647187493322,8.348728154231077,8.044394119358454,7.900866807980749,0.9633867276887872,0.8735632183908046,0.7505773672055427,0.699468085106383,0.725609756097561,8.154818109052105,8.154818109052105,8.361943773735241,8.361943773735241,8.361943773735241,8.721099188707186,7.0,7.05528243550119,8.016808287686555,8.016808287686555,8.179909090014934,8.573647187493322,6.523561956057013,6.906890595608519,6.954196310386875,7.0,7.839203788096944,8.321928094887362,6.507794640198696,6.507794640198696,6.507794640198696,6.658211482751795,6.658211482751795,7.339850002884624,6.491853096329675,6.491853096329675,6.491853096329675,6.569855608330948,6.569855608330948,7.1799090900149345
Stamina RPG 6/[12] [138] Cake By The Ocean,baafb243d346d7ebc01b3dd655eb8d07f25e5dc4,12,9.2044559697543,8.491853096329674,0.6179943163201113,3.1675129407687446,4.642695342445832,6.235299863817772,9.176860732937262,8.417852514885897,8.366322214245816,8.312882955284355,8.055282435501189,7.930737337562887,0.952513966480447,0.9241573033707865,0.8954802259887006,0.8128834355828221,0.7476923076923077,7.159871336778389,7.159871336778389,7.159871336778389,7.994353436858858,7.994353436858858,8.417852514885897,6.426264754702098,6.426264754702098,7.108524456778169,7.108524456778169,7.936637939002571,8.366322214245816,6.426264754702098,6.426264754702098,6.426264754702098,7.044394119358453,7.870364719583405,8.312882955284355,6.409390936137702,6.409390936137702,6.409390936137702,6.78135971352466,6.832890014164741,8.055282435501189,6.392317422778761,6.392317422778761,6.392317422778761,6.392317422778761,6.714245517666122,7.554588851677638
Stamina RPG 6/[12] [174] Gargantua,3d2952e0f5fd58f8a464c421e6187854dffebce1,12,11.600475624256894,8.804131021183318,0.8777452878740125,3.230778354262101,5.781423753828413,7.85626287266482,11.233306798908858,8.710806433699352,8.531381460516313,7.954196310386875,7.507794640198696,7.098032082960526,0.9393258426966292,0.834841628959276,0.6221662468513854,0.49725274725274726,0.44155844155844154,6.768184324776926,6.768184324776926,7.285402218862249,8.710806433699352,8.710806433699352,8.710806433699352,6.727920454563199,6.727920454563199,6.727920454563199,6.727920454563199,7.467605550082998,8.139551352398794,5.426264754702098,5.426264754702098,6.357552004618084,6.426264754702098,7.087462841250339,7.087462841250339,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,6.807354922057604,6.807354922057604,2.584962500721156,4.169925001442312,4.906890595608519,4.906890595608519,6.339850002884624,6.339850002884624
Stamina RPG 6/[12] [160] Gimme Your Desire (Hard),37e179dacebf1bfb9d5074fa22ab20ff96790527,12,10.66930913546891,8.400879436282183,0.6148058485862051,3.244381787145562,5.329286592680703,7.352909121974758,10.60209879643028,8.339850002884624,8.290018846932618,8.238404739325079,7.679480099505446,7.392317422778761,0.9613095238095238,0.9341317365269461,0.9290123456790124,0.631578947368421,0.5235109717868338,8.290018846932618,8.290018846932618,8.290018846932618,8.326429487122303,8.339850002884624,8.339850002884624,8.149747119504681,8.149747119504681,8.271463027904375,8.271463027904375,8.271463027904375,8.290018846932618,6.965784284662087,6.965784284662087,7.219168520462161,8.224001674198105,8.224001674198105,8.238404739325079,5.700439718141092,5.700439718141092,5.700439718141092,5.727920454563199,6.392317422778761,7.330916878114617,5.643856189774724,5.643856189774724,5.643856189774724,5.643856189774724,6.129283016944966,6.129283016944966
Stamina RPG 6/[12] [140] Higanbana,b502ad588316b2e0ad926fef475211bddf8d102c,12,9.336130938775554,8.960001932068081,1.1943886326530646,2.6861352673992687,4.691711825475021,6.612068195918367,9.290657609100055,8.957102041562287,8.909893083770042,8.787902559391432,8.348728154231077,8.257387842692651,1.0,0.9696969696969697,0.91875,0.69593147751606,0.6545064377682404,8.957102041562287,8.957102041562287,8.957102041562287,8.957102041562287,8.957102041562287,8.957102041562287,7.800899899920305,8.335390354693924,8.335390354693924,8.335390354693924,8.909893083770042,8.909893083770042,7.693486957499325,7.693486957499325,7.693486957499325,7.693486957499325,7.693486957499325,8.787902559391432,4.857980995127572,6.357552004618084,6.357552004618084,7.044394119358453,7.044394119358453,7.044394119358453,4.807354922057604,4.807354922057604,6.303780748177103,6.584962500721156,6.9886846867721655,6.9886846867721655
Stamina RPG 6/[12] [156] I Want U,767ccf2b2bcc1fa01fd5db172efafcf3ad3c10e1,12,10.401456804733765,7.768184324776926,0.9935556835876691,3.646009822485206,5.218384787968449,7.396096180742339,10.269389171974522,7.7615512324444795,7.6293566200796095,7.592457037268081,7.400879436282184,7.303780748177103,1.0,0.9248826291079812,0.9014084507042254,0.8155339805825242,0.7658536585365854,7.7615512324444795,7.7615512324444795,7.7615512324444795,7.7615512324444795,7.7615512324444795,7.7615512324444795,6.189824558880018,6.189824558880018,7.087462841250339,7.087462841250339,7.087462841250339,7.6293566200796095,6.189824558880018,6.189824558880018,7.03342300153745,7.03342300153745,7.03342300153745,7.592457037268081,5.930737337562887,6.129283016944966,6.129283016944966,6.857980995127572,6.857980995127572,6.857980995127572,5.906890595608519,5.906890595608519,6.108524456778169,6.768184324776926,6.768184324776926,6.768184324776926
Stamina RPG 6/[12] [135] I'm Coming,50d73eb908c8f1c49e0f4545fa2c2f4733016ae0,12,9.005945283950687,8.262094845370179,0.6825614485596758,3.2342520705467352,4.334882882487428,6.398519485380114,8.874316974141637,8.257387842692651,8.243173983472952,8.103287808412022,7.787902559391432,7.658211482751795,1.0,1.0,0.9225589225589226,0.8058608058608059,0.7642585551330798,8.257387842692651,8.257387842692651,8.257387842692651,8.257387842692651,8.257387842692651,8.257387842692651,8.243173983472952,8.243173983472952,8.243173983472952,8.243173983472952,8.243173983472952,8.243173983472952,6.965784284662087,7.129283016944966,8.087462841250339,8.103287808412022,8.103287808412022,8.103287808412022,6.930737337562887,6.930737337562887,6.930737337562887,6.930737337562887,6.930737337562887,6.930737337562887,5.614709844115208,5.954196310386875,6.870364719583405,6.870364719583405,6.870364719583405,6.870364719583405
Stamina RPG 6/[12] [166] Killer Song,0723c695475f541e8f34affb6be88f9f37dfafef,12,11.070689387719556,8.134426320220927,1.1646405067905363,3.459913077124065,5.5147594461913885,7.828398723036733,10.996413152976794,8.113742166049189,7.826548487290915,7.554588851677638,6.954196310386875,6.906890595608519,0.989247311827957,0.8248175182481752,0.7333333333333333,0.484251968503937,0.468503937007874,6.78135971352466,8.113742166049189,8.113742166049189,8.113742166049189,8.113742166049189,8.113742166049189,6.22881869049588,6.339850002884624,6.357552004618084,6.643856189774724,7.813781191217037,7.826548487290915,5.857980995127572,6.0,6.189824558880018,6.189824558880018,6.189824558880018,6.3750394313469245,5.584962500721156,5.584962500721156,5.672425341971495,5.672425341971495,5.672425341971495,5.672425341971495,5.554588851677638,5.554588851677638,5.554588851677638,5.614709844115208,5.614709844115208,5.614709844115208
Stamina RPG 6/[12] [178] Koi no Hime Hime Pettanko,fae6c535ed7020e09fb799a499d8bae17f748c15,12,11.866683499558166,7.475733430966398,0.9008720298540007,3.694608675074585,5.98389977603267,8.09661719091652,11.78793867768714,7.434628227636725,7.312882955284356,6.857980995127572,6.321928094887363,6.20945336562895,0.9772727272727273,0.9132947976878613,0.688622754491018,0.5163398692810458,0.5214285714285715,6.247927513443585,6.614709844115208,7.434628227636725,7.434628227636725,7.434628227636725,7.434628227636725,6.169925001442312,6.169925001442312,6.169925001442312,6.459431618637297,7.312882955284356,7.312882955284356,5.491853096329675,5.491853096329675,5.491853096329675,5.672425341971495,6.022367813028454,6.022367813028454,5.459431618637297,5.459431618637297,5.459431618637297,5.459431618637297,5.523561956057013,5.523561956057013,5.247927513443585,5.392317422778761,5.392317422778761,5.392317422778761,5.392317422778761,5.392317422778761
Stamina RPG 6/[12] [150] Lifelight (Camellia's Hardstyle Bootleg),be73cef77658cdab05ed35af59bf354cf9caf814,12,10.000000000000028,8.842350343413807,1.3377508750000036,3.19630908108108,4.859010038461538,6.735997999999997,9.916581555555556,8.839203788096944,8.734709620225837,8.29920801838728,7.721099188707185,7.499845887083206,1.0,0.9340659340659341,0.7353629976580797,0.5172413793103449,0.5013927576601671,8.839203788096944,8.839203788096944,8.839203788096944,8.839203788096944,8.839203788096944,8.839203788096944,6.94251450533924,8.066089190457772,8.066089190457772,8.066089190457772,8.734709620225837,8.734709620225837,6.857980995127572,6.857980995127572,6.857980995127572,6.882643049361842,6.954196310386875,8.29920801838728,6.066089190457772,6.066089190457772,6.066089190457772,6.087462841250339,6.247927513443585,6.303780748177103,5.700439718141092,5.727920454563199,5.727920454563199,5.977279923499917,5.977279923499917,6.087462841250339
Stamina RPG 6/[12] [175] Nhelv (Medium),15160e012fc91836eafb9a1b30f1c52f21c3f5f2,12,11.64001206148586,8.184875342908283,1.0900515938423263,3.4774901057674694,5.8268500759335895,8.238077087886836,11.535308815940114,8.124121311829187,7.845490050944375,7.6653359171851765,6.754887502163468,6.392317422778761,0.9619377162629758,0.7979094076655052,0.7622641509433963,0.4037735849056604,0.3688888888888889,7.303780748177103,7.303780748177103,7.303780748177103,8.124121311829187,8.124121311829187,8.124121311829187,6.491853096329675,7.076815597050831,7.129283016944966,7.1799090900149345,7.1799090900149345,7.1799090900149345,5.491853096329675,5.491853096329675,6.9886846867721655,6.9886846867721655,6.9886846867721655,6.9886846867721655,5.491853096329675,5.491853096329675,5.491853096329675,5.491853096329675,5.491853096329675,5.491853096329675,5.459431618637297,5.459431618637297,5.459431618637297,5.459431618637297,5.459431618637297,5.459431618637297
Stamina RPG 6/[12] [150] Plasticine-Cocoes,cb19a8e1f5bb7fb3eccade656c9d85c9c53e91e1,12,10.000000000000004,8.807354922057604,1.0022450508474583,2.9061347070707075,5.023184965517246,7.335904571428535,9.951108978260873,8.774787059601174,8.321928094887362,7.787902559391432,7.584962500721156,7.531381460516312,0.9798206278026906,0.7184684684684685,0.668693009118541,0.6063492063492063,0.5878594249201278,7.658211482751795,7.864186144654281,7.864186144654281,7.864186144654281,8.774787059601174,8.774787059601174,7.011227255423254,7.011227255423254,7.169925001442312,7.169925001442312,7.357552004618084,8.321928094887362,6.247927513443585,6.442943495848728,6.807354922057604,6.807354922057604,6.807354922057604,6.807354922057604,5.672425341971495,6.20945336562895,6.20945336562895,6.599912842187128,6.599912842187128,6.599912842187128,5.614709844115208,5.614709844115208,5.614709844115208,6.539158811108031,6.539158811108031,6.539158811108031
Stamina RPG 6/[12] [165] Proud Grudge,540c22f3417e72d4fa458018817ffa6fd29d233e,12,11.002375603305861,7.693486957499325,0.6407618861340656,2.6473003801653134,5.709011395099317,7.859239338842976,10.829908870572064,7.6865005271832185,7.672425341971495,7.658211482751795,7.515699838284043,7.247927513443585,1.0,1.0,0.9901477832512315,0.900990099009901,0.7783505154639175,7.6865005271832185,7.6865005271832185,7.6865005271832185,7.6865005271832185,7.6865005271832185,7.6865005271832185,7.672425341971495,7.672425341971495,7.672425341971495,7.672425341971495,7.672425341971495,7.672425341971495,7.266786540694901,7.658211482751795,7.658211482751795,7.658211482751795,7.658211482751795,7.658211482751795,5.930737337562887,6.303780748177103,7.118941072723508,7.159871336778389,7.515699838284043,7.515699838284043,5.247927513443585,5.247927513443585,5.247927513443585,6.894817763307944,7.247927513443585,7.247927513443585
Stamina RPG 6/[12] [150] Put A Donk On It,5917e5adf542ae3ed2de37d5660e56edf2259e2d,12,10.000000000000009,8.696967526234287,0.956648249999995,2.903365120000006,4.882388055555555,6.827714181818181,9.926842248995984,8.679480099505446,8.622051819456376,8.426264754702098,8.087462841250339,7.965784284662087,0.9903147699757869,0.9562043795620438,0.8427518427518428,0.6658476658476659,0.6117936117936118,8.409390936137703,8.409390936137703,8.409390936137703,8.679480099505446,8.679480099505446,8.679480099505446,7.247927513443585,7.247927513443585,8.233619676759702,8.370687406807217,8.370687406807217,8.622051819456376,5.672425341971495,6.569855608330948,7.876516946564999,8.038918989292302,8.214319120800766,8.214319120800766,4.754887502163468,4.754887502163468,4.754887502163468,6.584962500721156,6.894817763307944,7.426264754702098,4.700439718141092,4.700439718141092,4.700439718141092,6.539158811108031,6.820178962415188,6.820178962415188
Stamina RPG 6/[12] [140] Rattle,f4fd449d39cc0181f7d7ded349bec1018f936d99,12,9.337240203441606,8.321928094887362,0.7378563123617511,3.0674967560979964,4.497346175574286,6.202960916218817,9.296391547186282,8.266786540694902,8.247927513443585,8.066089190457772,7.888743248898259,7.839203788096944,0.9654088050314465,0.9588607594936709,0.8476190476190476,0.8644688644688645,0.8735632183908046,7.507794640198696,7.507794640198696,7.507794640198696,7.507794640198696,7.507794640198696,8.266786540694902,7.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,8.247927513443585,7.129283016944966,7.129283016944966,7.159871336778389,7.294620748891627,7.294620748891627,7.294620748891627,6.965784284662087,6.977279923499917,6.977279923499917,7.011227255423254,7.011227255423254,7.011227255423254,6.78135971352466,6.94251450533924,6.94251450533924,6.94251450533924,6.94251450533924,6.94251450533924
Stamina RPG 6/[12] [165] Remote Control,e269abe8adf8319cd84e6726def0668c97e48300,12,11.002962710743935,8.044394119358454,1.5750588584022067,3.15782286538731,5.274187122130396,7.619586038567507,10.956252783495202,8.038918989292302,7.954196310386875,7.562242424221073,7.169925001442312,7.108524456778169,1.0,0.9573643410852714,0.8034188034188035,0.6441441441441441,0.6227272727272727,8.038918989292302,8.038918989292302,8.038918989292302,8.038918989292302,8.038918989292302,8.038918989292302,6.807354922057604,6.807354922057604,7.22881869049588,7.954196310386875,7.954196310386875,7.954196310386875,5.614709844115208,5.614709844115208,5.614709844115208,5.807354922057604,7.139551352398794,7.562242424221073,5.584962500721156,5.584962500721156,5.584962500721156,5.584962500721156,5.614709844115208,5.614709844115208,5.554588851677638,5.554588851677638,5.554588851677638,5.554588851677638,5.554588851677638,5.554588851677638
Stamina RPG 6/[12] [132] RTRT,2a26bd904503f235ddd80be2104213906b32eff2,12,8.80577976859511,8.717676423066395,0.8114072017738361,2.720356785123976,4.386081047300857,5.836488573002762,8.76648495844156,8.703903573444663,8.554588851677638,8.409390936137703,8.194756854422248,8.134426320220927,0.9928400954653938,0.8992805755395683,0.8168674698795181,0.7036144578313253,0.6746987951807228,8.194756854422248,8.703903573444663,8.703903573444663,8.703903573444663,8.703903573444663,8.703903573444663,8.071462362556623,8.071462362556623,8.071462362556623,8.098032082960527,8.139551352398794,8.554588851677638,6.584962500721156,6.977279923499917,7.139551352398794,7.960001932068081,7.965784284662087,7.965784284662087,6.442943495848728,6.442943495848728,6.442943495848728,6.870364719583405,6.906890595608519,7.700439718141092,5.857980995127572,6.426264754702098,6.426264754702098,6.845490050944375,6.845490050944375,6.845490050944375
Stamina RPG 6/[12] [145] Shatter Me (feat. Lzzy Hale),2d7d2dfcb578a04ca1f76d6750debb6980778c1d,12,9.6670630202142,9.087462841250339,1.0270104294140985,2.6733832448275767,4.797138195595391,6.986491938168857,9.634441876475856,9.074141462752506,8.930737337562887,8.807354922057604,8.370687406807217,8.357552004618084,0.992619926199262,0.9052044609665427,0.8781925343811395,0.7990314769975787,0.7917675544794189,7.936637939002571,9.074141462752506,9.074141462752506,9.074141462752506,9.074141462752506,9.074141462752506,7.330916878114617,7.330916878114617,7.912889336229962,8.832890014164741,8.909893083770042,8.930737337562887,7.321928094887363,7.321928094887363,7.321928094887363,8.335390354693924,8.787902559391432,8.79766152585376,6.741466986401147,6.741466986401147,6.741466986401147,6.832890014164741,6.832890014164741,6.832890014164741,6.727920454563199,6.727920454563199,6.727920454563199,6.820178962415188,6.820178962415188,6.820178962415188
